Type Designator,Manufacturer,Model,Description,Engine Type,Engine Count,WTC,Class,Engine Number-Type,FAA Weight Class,ICAO WTC,CWT,SRS,LAHSO
MF17,SAAB,MFI-15 Safari,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
MF17,SAAB,MFI-17 Supporter,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
SF34,SAAB,OS100,LandPlane,Turboprop/Turboshaft,2,M,Fixed-wing,2T,L,Medium,G,III,5
SB35,SAAB,RF-35 Draken,LandPlane,Jet,1,M,Fixed-wing,1J,S+,Medium,H,III,
SF34,SAAB,S100 Argus,LandPlane,Turboprop/Turboshaft,2,M,Fixed-wing,2T,L,Medium,G,III,5
MF17,SAAB,Safari,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
SB91,SAAB,Safir,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
SB37,SAAB,SF37 Viggen,LandPlane,Jet,1,M,Fixed-wing,1J,L,Medium,G,III,
SB37,SAAB,SH37 Viggen,LandPlane,Jet,1,M,Fixed-wing,1J,L,Medium,G,III,
SB35,SAAB,Sk35 Draken,LandPlane,Jet,1,M,Fixed-wing,1J,S+,Medium,H,III,
SB37,SAAB,Sk37 Viggen,LandPlane,Jet,1,M,Fixed-wing,1J,L,Medium,G,III,
SB91,SAAB,Sk50 Safir,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
SB05,SAAB,Sk60,LandPlane,Jet,2,L,Fixed-wing,2J,S,Light,I,III,
MF17,SAAB,Supporter,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
MF17,SAAB,T-17 Supporter,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
SB35,SAAB,TF-35 Draken,LandPlane,Jet,1,M,Fixed-wing,1J,S+,Medium,H,III,
SF34,SAAB,Tp100,LandPlane,Turboprop/Turboshaft,2,M,Fixed-wing,2T,L,Medium,G,III,5
SB37,SAAB,Viggen,LandPlane,Jet,1,M,Fixed-wing,1J,L,Medium,G,III,
SF34,SAAB-FAIRCHILD,SF-340,LandPlane,Turboprop/Turboshaft,2,M,Fixed-wing,2T,L,Medium,G,III,5
M4,SAASA,Cuauhtemoc,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,1
M4,SAASA,M-1 Cuauhtemoc,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,1
A109,SABCA,A-109,Helicopter,Turboprop/Turboshaft,2,L,Helicopter,2T,S,Light,I,I,
AJET,SABCA,Alpha Jet,LandPlane,Jet,2,M,Fixed-wing,2J,S+,Medium,G,III,
F16,SABCA,F-16 Fighting Falcon,LandPlane,Jet,1,M,Fixed-wing,1J,L,Medium,G,III,
F16,SABCA,Fighting Falcon,LandPlane,Jet,1,M,Fixed-wing,1J,L,Medium,G,III,
A22,SADLER,A-22 Piranha,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
A22,SADLER,Piranha,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
SAVA,SADLER,Vampire,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
PA18,SAFAT,01,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,1
ZA6,SAFAT,02,Helicopter,Piston,1,L,Helicopter,1P,S,Light,I,I,
UT75,SAFAT,03,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
KZ2,SAI (1),Kupe,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
KZ2,SAI (1),KZ-2 Kupe,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
KZ2,SAI (1),KZ-2 Traener,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
KZ3,SAI (1),KZ-3,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
KZ4,SAI (1),KZ-4,LandPlane,Piston,2,L,Fixed-wing,2P,S,Light,I,II,
KZ7,SAI (1),KZ-7 Laerke,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
KZ8,SAI (1),KZ-8,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
KZ7,SAI (1),Laerke,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
KZ2,SAI (1),Traener,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
G97,SAI (2),G-97 Spotter,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
G97,SAI (2),Spotter,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
RAZM,SAINT GERMAIN,Raz-Mut,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
SHOP,SALVAY-STARK,Skyhopper,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
SAM,SAM AIRCRAFT,Sam,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
F16,SAMSUNG,F-16 Fighting Falcon,LandPlane,Jet,1,M,Fixed-wing,1J,L,Medium,G,III,
F16,SAMSUNG,Fighting Falcon,LandPlane,Jet,1,M,Fixed-wing,1J,L,Medium,G,III,
D140,SAN,Abeille,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
DR10,SAN,Ambassadeur,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
D11,SAN,D-112,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
D11,SAN,D-117,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
D140,SAN,D-140 Abeille,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
D140,SAN,D-140 Mousquetaire,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
D150,SAN,D-150 Mascaret,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
DR10,SAN,DR-100 Ambassadeur,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
DR10,SAN,DR-105 Ambassadeur,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
DR10,SAN,DR-1050 Ambassadeur,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
DR10,SAN,DR-1050 Excellence,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
DR10,SAN,DR-1051 Ambassadeur,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
DR10,SAN,DR-1051 Excellence,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
DR10,SAN,Excellence,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
D150,SAN,Mascaret,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
D140,SAN,Mousquetaire,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
DR1,SANDS,Fokker Dr-1,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
FU24,SARGENT-FLETCHER,FU-24,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
A3ST,SATIC,A-300ST Beluga,LandPlane,Jet,2,H,Fixed-wing,2J,H,Heavy,D,III,
A3ST,SATIC,A-300ST Super Transporter,LandPlane,Jet,2,H,Fixed-wing,2J,H,Heavy,D,III,
A3ST,SATIC,Beluga,LandPlane,Jet,2,H,Fixed-wing,2J,H,Heavy,D,III,
A3ST,SATIC,Super Transporter,LandPlane,Jet,2,H,Fixed-wing,2J,H,Heavy,D,III,
J3,SATURN-AVIA,J-3 Cub,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,1
J3,SATURN-AVIA,Cub,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,1
R2,SAU,R-02 Robert,SeaPlane,Piston,1,L,$Fixed-wing,1P,S,Light,I,I,
R2,SAU,Robert,SeaPlane,Piston,1,L,$Fixed-wing,1P,S,Light,I,I,
PAGO,SAUPER,ADV-01 Papango,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
J300,SAUPER,J-300 Joker,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
J300,SAUPER,Joker,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
PAGO,SAUPER,Papango,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
SP6E,SAUSER,P-6E Replica,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
ARES,SCALED,151 Ares,LandPlane,Jet,1,L,Fixed-wing,1J,S,Light,I,III,
PRTS,SCALED,281 Proteus,LandPlane,Jet,2,L,Fixed-wing,2J,S,Light,I,III,
ARES,SCALED,Ares,LandPlane,Jet,1,L,Fixed-wing,1J,S,Light,I,III,
PRTS,SCALED,Proteus,LandPlane,Jet,2,L,Fixed-wing,2J,S,Light,I,III,
TAA1,SCALED,TAA-1,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
WHK2,SCALED,348 White Knight Two,LandPlane,Jet,4,M,Fixed-wing,4J,L,Medium,F,III,
WHK2,SCALED,White Knight Two,LandPlane,Jet,4,M,Fixed-wing,4J,L,Medium,F,III,
SS2,SCALED,Space Ship Two,LandPlane,Rocket,1,M,Fixed-wing,1R,S,Medium,H,III,
SS2,SCALED,339 Space Ship Two,LandPlane,Rocket,1,M,Fixed-wing,1R,S,Medium,H,III,
SLCH,SCALED,351 Stratolaunch,LandPlane,Jet,6,H,Fixed-wing,6J,,Heavy,,III,
SLCH,SCALED,Stratolaunch,LandPlane,Jet,6,H,Fixed-wing,6J,,Heavy,,III,
G44,SCAN,SCAN-30,Amphibian,Piston,2,L,@Fixed-wing,2P,S,Light,I,II,5
CP30,SCANOR,CP-301 Emeraude,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
CP30,SCANOR,Emeraude,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
DHC6,SCENIC,DHC-6 Vistaliner,LandPlane,Turboprop/Turboshaft,2,L,Fixed-wing,2T,S,Light,I,II,4
C02T,SCENIC,Turbo Star 402,LandPlane,Turboprop/Turboshaft,2,L,Fixed-wing,2T,S,Light,I,II,6
C14T,SCENIC,Turbo Star 414,LandPlane,Turboprop/Turboshaft,2,L,Fixed-wing,2T,S,Light,I,II,5
DHC6,SCENIC,Vistaliner,LandPlane,Turboprop/Turboshaft,2,L,Fixed-wing,2T,S,Light,I,II,4
PAT4,SCHAFER,Comanchero 500,LandPlane,Turboprop/Turboshaft,2,L,Fixed-wing,2T,S,Light,I,II,
PAY2,SCHAFER,Comanchero 620,LandPlane,Turboprop/Turboshaft,2,L,Fixed-wing,2T,S,Light,I,II,2
DC3T,SCHAFER,DC-3-65TP,LandPlane,Turboprop/Turboshaft,2,M,Fixed-wing,2T,S+,Medium,H,III,
SF25,SCHEIBE,Falke,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
SF24,SCHEIBE,Motorspatz,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
SF25,SCHEIBE,Rotax Falke,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
SF23,SCHEIBE,SF-23 Sperling,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
SF24,SCHEIBE,SF-24 Motorspatz,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
SF25,SCHEIBE,SF-25 Falke,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
SF25,SCHEIBE,SF-25 Rotax Falke,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
SF25,SCHEIBE,SF-25 Super Falke,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
SF25,SCHEIBE,SF-25 Superschlepper,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
SF27,SCHEIBE,SF-27M,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
SF28,SCHEIBE,SF-28 Tandem Falke,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
SF32,SCHEIBE,SF-32,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
SF35,SCHEIBE,SF-35,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
SF36,SCHEIBE,SF-36,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
SF23,SCHEIBE,Sperling,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
SF25,SCHEIBE,Super Falke,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
SF25,SCHEIBE,Superschlepper,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
SF28,SCHEIBE,Tandem Falke,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
SF25,SCHEIBE,SF-25 Turbo Falke,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
SF25,SCHEIBE,Turbo Falke,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
DISC,SCHEMPP-HIRTH,Discus 2T,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
DISC,SCHEMPP-HIRTH,Discus 2CT,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
NIMB,SCHEMPP-HIRTH,Nimbus 4DLM,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
NIMB,SCHEMPP-HIRTH,Nimbus 4DLT,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
ARCP,SCHEMPP-HIRTH,Arcus T,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
ARCP,SCHEMPP-HIRTH,Arcus M,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
ARCE,SCHEMPP-HIRTH,Arcus E,LandPlane,Electric,1,L,Fixed-wing,1E,S,Light,I,I,
DUOD,SCHEMPP-HIRTH,Duo Discus XT,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
DUOD,SCHEMPP-HIRTH,Duo Discus XLT,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
VENT,SCHEMPP-HIRTH,Ventus bT,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
VENT,SCHEMPP-HIRTH,Ventus cM,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
VENT,SCHEMPP-HIRTH,Ventus cT,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
VENT,SCHEMPP-HIRTH,Ventus 2cM,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
VENT,SCHEMPP-HIRTH,Ventus 2cT,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
VENT,SCHEMPP-HIRTH,Ventus 2cxM,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
VENT,SCHEMPP-HIRTH,Ventus 2cxT,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
VENT,SCHEMPP-HIRTH,Ventus 3M,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
VENT,SCHEMPP-HIRTH,Ventus 3T,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
VNTE,SCHEMPP-HIRTH,Ventus 3F,LandPlane,Electric,1,L,Fixed-wing,1E,S,Light,I,I,
QINT,SCHEMPP-HIRTH,Quintus,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
DISC,SCHEMPP-HIRTH,Discus BM,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
DISC,SCHEMPP-HIRTH,Discus BT,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
JANU,SCHEMPP-HIRTH,Janus BM,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
JANU,SCHEMPP-HIRTH,Janus CM,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
JANU,SCHEMPP-HIRTH,Janus CT,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
NIMB,SCHEMPP-HIRTH,Nimbus 2M,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
NIMB,SCHEMPP-HIRTH,Nimbus 3DM,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
NIMB,SCHEMPP-HIRTH,Nimbus 3DT,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
NIMB,SCHEMPP-HIRTH,Nimbus 3T,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
NIMB,SCHEMPP-HIRTH,Nimbus 4DM,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
NIMB,SCHEMPP-HIRTH,Nimbus 4DT,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
NIMB,SCHEMPP-HIRTH,Nimbus 4M,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
NIMB,SCHEMPP-HIRTH,Nimbus 4T,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
DUOD,SCHEMPP-HIRTH,Duo Discus T,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
AS25,SCHLEICHER,ASH-25E,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
AS25,SCHLEICHER,ASH-25M,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
AS25,SCHLEICHER,ASH-25Mi,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
AS25,SCHLEICHER,ASH-25SL,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
AS26,SCHLEICHER,ASH-26E,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
AS14,SCHLEICHER,ASK-14,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
AS16,SCHLEICHER,ASK-16,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
AS21,SCHLEICHER,ASK-21Mi,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
AS20,SCHLEICHER,ASW-20TOP,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
AS22,SCHLEICHER,ASW-22BE,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
AS22,SCHLEICHER,ASW-22BLE,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
AS22,SCHLEICHER,ASW-22M,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
AS24,SCHLEICHER,ASW-24E,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
AS24,SCHLEICHER,ASW-24TOP,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
AS28,SCHLEICHER,ASW-28E,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
A34E,SCHLEICHER,AS-34Me,LandPlane,Electric,1,L,Fixed-wing,1E,S,Light,I,I,
A32E,SCHLEICHER,ASG-32EL,LandPlane,Electric,1,L,Fixed-wing,1E,S,Light,I,I,
A32P,SCHLEICHER,ASG-32Mi,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
AS29,SCHLEICHER,ASG-29Es,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
A33P,SCHLEICHER,AS-33Es,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
A33E,SCHLEICHER,AS-33Me,LandPlane,Electric,1,L,Fixed-wing,1E,S,Light,I,I,
AS29,SCHLEICHER,ASG-29E,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
A20J,SCHLEICHER,ASW-20J,LandPlane,Jet,1,L,Fixed-wing,1J,S,Light,I,III,
AS31,SCHLEICHER,ASH-31Mi,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
AS29,SCHLEICHER,ASW-27-18E,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
AS30,SCHLEICHER,ASH-30Mi,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
SA38,SCHWEIZER,RU-38A Twin Condor,LandPlane,Piston,2,L,Fixed-wing,2P,S,Light,I,II,
SA8T,SCHWEIZER,Twin Condor (turbine),LandPlane,Turboprop/Turboshaft,2,L,Fixed-wing,2T,S,Light,I,II,
SA8T,SCHWEIZER,RU-38B Twin Condor,LandPlane,Turboprop/Turboshaft,2,L,Fixed-wing,2T,S,Light,I,II,
SA8T,SCHWEIZER,SA-2-38B Twin Condor,LandPlane,Turboprop/Turboshaft,2,L,Fixed-wing,2T,S,Light,I,II,
H269,SCHWEIZER,269,Helicopter,Piston,1,L,Helicopter,1P,S,Light,I,I,
H269,SCHWEIZER,269A,Helicopter,Piston,1,L,Helicopter,1P,S,Light,I,I,
H269,SCHWEIZER,269B,Helicopter,Piston,1,L,Helicopter,1P,S,Light,I,I,
H269,SCHWEIZER,269C,Helicopter,Piston,1,L,Helicopter,1P,S,Light,I,I,
H269,SCHWEIZER,269C Sky Knight,Helicopter,Piston,1,L,Helicopter,1P,S,Light,I,I,
S330,SCHWEIZER,269D 330,Helicopter,Turboprop/Turboshaft,1,L,Helicopter,1T,S,Light,I,I,
S330,SCHWEIZER,269D 333,Helicopter,Turboprop/Turboshaft,1,L,Helicopter,1T,S,Light,I,I,
H269,SCHWEIZER,300,Helicopter,Piston,1,L,Helicopter,1P,S,Light,I,I,
H269,SCHWEIZER,300 Sky Knight,Helicopter,Piston,1,L,Helicopter,1P,S,Light,I,I,
S330,SCHWEIZER,330,Helicopter,Turboprop/Turboshaft,1,L,Helicopter,1T,S,Light,I,I,
S330,SCHWEIZER,333,Helicopter,Turboprop/Turboshaft,1,L,Helicopter,1T,S,Light,I,I,
G164,SCHWEIZER,Ag-Cat,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,1
G64T,SCHWEIZER,Ag-Cat Turbine,LandPlane,Turboprop/Turboshaft,1,L,Fixed-wing,1T,S,Light,I,I,1
SA37,SCHWEIZER,Condor,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
G164,SCHWEIZER,G-164 Ag-Cat,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,1
G64T,SCHWEIZER,G-164 Ag-Cat Turbine,LandPlane,Turboprop/Turboshaft,1,L,Fixed-wing,1T,S,Light,I,I,1
G164,SCHWEIZER,G-164 Super Ag-Cat,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,1
G64T,SCHWEIZER,G-164 Turbo Ag-Cat,LandPlane,Turboprop/Turboshaft,1,L,Fixed-wing,1T,S,Light,I,I,1
H269,SCHWEIZER,Hkp5,Helicopter,Piston,1,L,Helicopter,1P,S,Light,I,I,
H269,SCHWEIZER,Osage,Helicopter,Piston,1,L,Helicopter,1P,S,Light,I,I,
SA37,SCHWEIZER,RG-8 Condor,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
SA38,SCHWEIZER,SA-2-38A Twin Condor,LandPlane,Piston,2,L,Fixed-wing,2P,S,Light,I,II,
SG37,SCHWEIZER,SGM-2-37,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
H269,SCHWEIZER,Sky Knight,Helicopter,Piston,1,L,Helicopter,1P,S,Light,I,I,
G164,SCHWEIZER,Super Ag-Cat,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,1
TEAL,SCHWEIZER,Teal,Amphibian,Piston,1,L,@Fixed-wing,1P,S,Light,I,I,
SG37,SCHWEIZER,TG-7,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
H269,SCHWEIZER,TH-55 Osage,Helicopter,Piston,1,L,Helicopter,1P,S,Light,I,I,
H269,SCHWEIZER,TH-300,Helicopter,Piston,1,L,Helicopter,1P,S,Light,I,I,
TEAL,SCHWEIZER,TSC-1 Teal,Amphibian,Piston,1,L,@Fixed-wing,1P,S,Light,I,I,
G64T,SCHWEIZER,Turbo Ag-Cat,LandPlane,Turboprop/Turboshaft,1,L,Fixed-wing,1T,S,Light,I,I,1
SA37,SCHWEIZER,SA-2-37 Condor,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
SA38,SCHWEIZER,Twin Condor (piston),LandPlane,Piston,2,L,Fixed-wing,2P,S,Light,I,II,
CP13,SCINTEX,CP-1310 Super Emeraude,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
CP13,SCINTEX,CP-1315 Super Emeraude,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
CP13,SCINTEX,CP-1330 Super Emeraude,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
CP30,SCINTEX,Emeraude,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
RUBI,SCINTEX,ML-250 Rubis,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
RUBI,SCINTEX,Rubis,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
CP13,SCINTEX,Super Emeraude,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
CP30,SCINTEX,CP-301 Emeraude,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
CP30,SCINTEX,CP-315 Emeraude,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
PETR,SCODA,Super Petrel,Amphibian,Piston,1,L,@Fixed-wing,1P,S,Light,I,I,
BDOG,SCOTTISH AVIATION,Bulldog,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
BDOG,SCOTTISH AVIATION,Fpl61,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
BDOG,SCOTTISH AVIATION,SA-3 Bulldog,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
BDOG,SCOTTISH AVIATION,Sk61,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
TPIN,SCOTTISH AVIATION,Twin Pioneer,LandPlane,Piston,2,L,Fixed-wing,2P,S+,Light,I,III,
SCW1,SCWAL,101,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
SB7,SEABIRD,SB-7 Seeker,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
SB7,SEABIRD,Seeker,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
JAB4,SEABIRD,Yamamah J430,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
SHEA,SEAFLIGHT,Shearwater,Amphibian,Piston,1,L,@Fixed-wing,1P,S,Light,I,I,
SEAW,SEAWIND,Seawind,Amphibian,Piston,1,L,@Fixed-wing,1P,S,Light,I,I,
SEAT,SEAWIND,Turbine Seawind,Amphibian,Turboprop/Turboshaft,1,L,@Fixed-wing,1T,S,Light,I,I,
PA23,SEGUIN,Geronimo,LandPlane,Piston,2,L,Fixed-wing,2P,S,Light,I,II,2
PA34,SEGUIN,Princess,LandPlane,Piston,2,L,Fixed-wing,2P,S,Light,I,II,7
JAGR,SEPECAT,Jaguar,LandPlane,Jet,2,M,Fixed-wing,2J,S+,Medium,H,III,
JAGR,SEPECAT,Shamsher,LandPlane,Jet,2,M,Fixed-wing,2J,S+,Medium,H,III,
F8L,SEQUOIA,F-8L Falco,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
F8L,SEQUOIA,Falco,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
G164,SERV-AERO,Ag-Cat-Leo,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,1
G164,SERV-AERO,G-164 Ag-Cat-Leo,LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,1
SS2P,SERV-AERO,S-2 Thrush (piston conversions),LandPlane,Piston,1,L,Fixed-wing,1P,S,Light,I,I,
